"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Test dynamo serve deployments with different graph configurations.
    ","59672","test_serve_deployment[multimodal_disagg_qwen]","tests.serve","2026-04-09","passed","2026-04-09","","test_vllm","",""
"Test factory creates PrefillHandler with no cache when capacity is 0.","1","test_prefill_handler_without_encoder_cache","components.src.dynamo.trtllm.tests.request_handlers","2026-04-09","passed","2026-04-09","TestRequestHandlerFactory","test_trtllm_request_handler_factory","",""
"","2","test_wake_up_before_sleep_is_noop","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_sleep_wake_handlers","",""
"Test that height exceeding max_height raises ValueError.","0","test_parse_size_exceeds_max_height","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestVideHandlerParseSize","test_trtllm_video_diffusion","",""
"Mistral tool call with no reasoning.

    The model output is:
        [TOOL_CALLS]search_gutenberg_books{""search_terms"": [""James Joyce""]}
    with no [THINK]...[/THINK] reasoning block.

    The tool parser should extract the tool call correctly, not leak the
    tool-call markup as plain content.
    ","1","test_mistral_tool_call","tests.frontend","2026-04-09","passed","2026-04-09","","test_prepost_mistral","",""
"","0","test_finish_reason_none_when_not_finished","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestTextFormatter","test_output_formatter","",""
"","1","test_empty","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestParseDynamicFlags","test_dynamic_flags","",""
"Test SGLang deployment scenarios using common helpers","42695","test_sglang_deployment[multimodal_e_pd_qwen-2]","tests.serve","2026-04-09","passed","2026-04-09","","test_sglang","",""
"","0","test_prefill_health_check_payload_is_disagg_compatible_alias","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","","test_sglang_unit","",""
"Test Kubernetes deployment end-to-end.

    This test:
    1. Deploys the specified configuration to Kubernetes
    2. Waits for all pods to become ready
    3. Port-forwards to the frontend service
    4. Waits for the model to be available
    5. Sends a test chat completion request
    6. Validates the response structure and content

    Args:
        deployment_target: The deployment target containing path and metadata
        deployment_spec: Configured DeploymentSpec from fixture
        namespace: Kubernetes namespace for the deployment
        skip_service_restart: Whether to skip restarting NATS/etcd services (default: True).
            Use --restart-services flag to restart services before deployment.
        request: Pytest request object for accessing test metadata
    ","189004","test_deployment[trtllm-agg_router]","tests.deploy","2026-04-09","passed","2026-04-09","","test_deploy","",""
"","12","test_init_llm_worker_creates_multimodal_processor","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","","test_trtllm_unit","",""
"Test _parse_size method.","0","test_parse_size","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_disabled-graceful_shutdown-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"","0","test_prefill_grid_dedup","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestBenchmarkGrid","test_vllm_unit","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_enabled-worker_failure-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Test that image_path is NOT passed when input_reference is absent.","3","test_generate_t2i_no_image_path","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"With encode client but no images -> returns empty dict.","0","test_no_images_returns_empty","components.src.dynamo.vllm.tests","2026-04-09","skipped","2026-04-09","TestLoadMultimodalData","test_vllm_worker_handler","",""
"Verify InputProcessor.process_inputs and assign_request_id signatures.

        vllm_processor.py calls process_inputs(request_id, prompt, params)
        positionally and InputProcessor.assign_request_id(vllm_preproc) as
        a static/class method.
        ","0","test_input_processor_method_signatures","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestVllmRendererApi","test_vllm_renderer_api","",""
"","1","test_multi_token_topk_roundtrip","tests.serve","2026-04-09","passed","2026-04-09","TestDisaggLogprobsSerializationRoundtrip","test_disagg_logprobs_serialization","",""
"Verify OutputProcessor init, add_request, process_outputs, and
        abort_requests signatures match what vllm_processor.py calls.
        ","0","test_output_processor_api_shape","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestVllmRendererApi","test_vllm_renderer_api","",""
"
    Test dynamo deployments with different configurations.
    ","0","test_deployment[disaggregated_same_gpu-2]","tests.serve","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Test SGLang deployment scenarios using common helpers","63986","test_sglang_deployment[disaggregated-2]","tests.serve","2026-04-09","passed","2026-04-09","","test_sglang","",""
"Test that --model-express-url takes precedence over MODEL_EXPRESS_URL.","4","test_model_express_url_cli_overrides_env[mx-source]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"
    Test LoRA inference with aggregated vLLM deployment.

    This test:
    1. Uses MinIO fixture to provide S3-compatible storage with uploaded LoRA
    2. Starts vLLM with LoRA support enabled
    3. Loads the LoRA adapter via system API
    4. Runs inference with the LoRA model
    ","0","test_lora_aggregated","tests.serve","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"","1","test_pause_resume_model_weights_only_routes_weights","tests.gms.integration","2026-04-09","passed","2026-04-09","","test_gms_sglang_memory_saver","",""
"","2","test_no_stage_list","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestIsTtsModel","test_audio_handler","",""
"
    End-to-end test for request cancellation during decode phase.

    This test verifies that when a request is cancelled by the client during the decode phase,
    the system properly handles the cancellation and cleans up resources
    on both the prefill and decode workers in a disaggregated setup.

    Note: This test requires 2 GPUs to run decode and prefill workers on separate GPUs.

    Timing (Last Run: 2025-12-09): ~60s total (estimated)
    - Engine initialization: ~20s (decode + prefill workers)
    - Testing stream cancellation during decode: ~38s
    - Teardown: ~2s
    ","63031","test_request_cancellation_sglang_decode_cancel[tcp]","tests.fault_tolerance.cancellation","2026-04-09","passed","2026-04-09","","test_sglang","",""
"OmniConfig and parse_omni_args must be importable without error.","1","test_omni_config_imports_cleanly","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_args","",""
"","1","test_sleep_level_2_unmaps_weights_and_kv_cache","tests.gms.integration","2026-04-09","passed","2026-04-09","","test_gms_vllm_worker","",""
"","0","test_raises_on_unsupported_backends[cpp]","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_enabled-worker_failure-completion-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Test Prometheus metrics integration as used in main.py init() function.","0","test_prometheus_metrics_integration","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","","test_trtllm_main_init","",""
"","0","test_wake_up_remaps_weights_and_reallocates_kv_cache","tests.gms.integration","2026-04-09","passed","2026-04-09","","test_gms_vllm_worker","",""
"","0","test_image_sampling_params_has_geometry","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestParseOmniRequest","test_omni_handler","",""
"Test that explicit num_frames takes priority.","0","test_compute_num_frames_explicit","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestVideoHandlerComputeNumFrames","test_trtllm_video_diffusion","",""
"Test PrefillHandler can be initialized with encoder_cache.","2","test_init_with_encoder_cache","components.src.dynamo.trtllm.tests.request_handlers","2026-04-09","passed","2026-04-09","TestPrefillHandlerInit","test_trtllm_prefill_handler","",""
"deep_update overwrites a key with a non-dict value.","0","test_deep_update_overwrites_scalar_with_value","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","","test_trtllm_unit","",""
"","31","test_run_synthetic_concurrency_replay_matches_aic_static_point_no_prefix[2048-vllm]","lib.bindings.python.tests.replay","2026-04-09","passed","2026-04-09","","test_replay_aic_parity","",""
"Test that default disaggregation mode is AGGREGATED.","4","test_disaggregation_mode_default","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"Audio request delegates to audio.","1","test_audio_generation_delegates_toaudio","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestBuildEngineInputs","test_omni_handler","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","151579","test_request_migration_trtllm_decode[migration_disabled-worker_failure-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_trtllm","",""
